preschool,address,city,state,zip,provider_type,license_number,license_status_in_cdss_2025_export,licensed_capacity,phone,license_first_date,elfa_network_member,preschool_screening_rating,rating_basis,rating_limitations,address_source,cdss_facility_detail_url,cdss_dataset_url,elfa_directory_url,cdss_export_data_date,elfa_directory_access_date,latitude,longitude,geocode_matched_address,geocode_match_method,geocode_source,geocode_data_as_of
St. Anne Preschool,1362A 14Th Avenue,San Francisco,CA,94122,DAY CARE CENTER,384001789,LICENSED,25,(415) 731-2355,5/1/2008,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001789,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7626396,-122.4712574,1362 14TH AVE,DataSF base address,DataSF Enterprise Addressing System,2026-09-21
St. Luke'S Parish School,1335 Sutter Street,San Francisco,CA,94109,DAY CARE CENTER,384002543,LICENSED,104,(415) 474-9489,9/25/2014,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002543,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7872084,-122.4223404,1335 SUTTER ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
St. Nicholas Day Care And Preschool,5200 Diamond Heights Blvd.,San Francisco,CA,94131,DAY CARE CENTER,380504369,LICENSED,70,(415) 550-1536,8/17/1987,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380504369,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.744921,-122.4404203,5200 DIAMOND HEIGHTS BLVD,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
St. Philip The Apostle Preschool Day Care Center,725 Diamond Street,San Francisco,CA,94114,DAY CARE CENTER,384001548,LICENSED,30,(415) 282-0141,2/1/2006,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001548,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7516324,-122.4360173,725 DIAMOND ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
St. Stephen Preschool,473 Eucalyptus Drive,San Francisco,CA,94132,DAY CARE CENTER,384004245,LICENSED,36,(415) 682-2142,2/14/2020,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004245,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7308999,-122.4775688,473 EUCALYPTUS DR,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
St. Thomas More Preschool,2 Thomas More Way,San Francisco,CA,94132,DAY CARE CENTER,384001829,LICENSED,32,(415) 337-0100,8/29/2008,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001829,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7129082,-122.4735731,2 THOMAS MORE WAY,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
St.Thomas The Apostle Pre&K Lrng Ctr,710 - 40Th Avenue,San Francisco,CA,94121,DAY CARE CENTER,384002040,LICENSED,75,(415) 387-5511,9/3/2010,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002040,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7752318,-122.5003533,710 40TH AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Star Of The Sea Preschool,360 Ninth Avenue,San Francisco,CA,94118,DAY CARE CENTER,384001604,LICENSED,30,(415) 221-7449,2/21/2007,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001604,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7818323,-122.4670126,360 09TH AVE,DataSF normalized street match,DataSF Enterprise Addressing System,2026-09-21
Starlight Two,3155 Vicente Street,San Francisco,CA,94116,DAY CARE CENTER,384001536,LICENSED,45,(415) 564-8313,11/2/2005,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001536,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7380346,-122.5008707,3155 VICENTE ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Stepping Stones Pre-School - Inner Sunset,1329 - 7Th Avenue,San Francisco,CA,94122,DAY CARE CENTER,384000255,LICENSED,45,(415) 665-4189,4/3/1997,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384000255,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7635701,-122.4642036,"1329 7TH AVE, SAN FRANCISCO, CA, 94122",US Census address match,US Census Geocoder Public_AR_Current,2026-09-22
Stratford School,2425 19Th Avenue,San Francisco,CA,94116,DAY CARE CENTER,384004165,LICENSED,174,(408) 973-7320,8/20/2020,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004165,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7426134,-122.4762479,2425 19TH AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Stratford School,301 De Montfort Avenue,San Francisco,CA,94112,SINGLE LICENSED CHILD CARE CENTER,384004883,LICENSED,20,(415) 333-3134,8/20/2024,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004883,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7235437,-122.4616314,301 DE MONTFORT AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Stratford Schools-SF 14Th Ave.,645 14Th Avenue,San Francisco,CA,94118,DAY CARE CENTER,384004006,LICENSED,77,(415) 521-1535,11/19/2018,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004006,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7759808,-122.4726468,645 14TH AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
"Stretch The Imagination, LLC",2509 Bush Street,San Francisco,CA,94115,DAY CARE CENTER,384002029,LICENSED,52,(415) 922-0104,8/24/2011,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002029,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7860941,-122.4388885,2509 BUSH ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sts. Peter And Paul Laura Vicuna Pre-Kindergarten,666 Filbert Street,San Francisco,CA,94133,DAY CARE CENTER,380505426,LICENSED,42,(415) 296-8549,8/14/1989,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F380505426,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.8013676,-122.4104338,666 FILBERT ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sts. Peter And Paul-Laura Vicuna Pre-Kindergarten,620 Filbert Street,San Francisco,CA,94133,DAY CARE CENTER,384004299,LICENSED,24,(415) 296-8549,10/7/2020,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004299,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.8014518,-122.4097168,620 FILBERT ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
"Studio Montessori, LLC (Ps)",633 8Th Street,San Francisco,CA,94103,DAY CARE CENTER,384004114,LICENSED,31,(415) 510-1287,6/17/2019,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004114,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.771147,-122.4048857,633 08TH ST,DataSF normalized street match,DataSF Enterprise Addressing System,2026-09-21
Sunny Infant Preschool-Clement,3101 Clement Street,San Francisco,CA,94121,SINGLE LICENSED CHILD CARE CENTER,384004857,LICENSED,18,(415) 831-3300,10/28/2024,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004857,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7815456,-122.4925286,3101 CLEMENT ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sunrise Christian Preschool,2235 Judah Street,San Francisco,CA,94122,DAY CARE CENTER,384001395,LICENSED,22,(415) 682-9490,3/29/2005,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384001395,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7610487,-122.4861726,2235 JUDAH ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sunset Nursery School,4245 Lawton Street,San Francisco,CA,94122,DAY CARE CENTER,384002119,LICENSED,38,(415) 504-6467,12/31/2010,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002119,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.756384,-122.5085026,4245 LAWTON ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sunset Sprouts,1427 11Th Avenue,San Francisco,CA,94122,DAY CARE CENTER,384002663,LICENSED,14,(415) 347-5645,8/9/2016,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002663,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7615125,-122.4686104,1427 11TH AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sunshine Adventures Mission,5348 Mission Street,San Francisco,CA,94112,SINGLE LICENSED CHILD CARE CENTER,384004894,LICENSED,23,(415) 699-5820,1/9/2025,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004894,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7142055,-122.4434105,5348 MISSION ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Sweet Peas Preschool,1647 Valencia Street,San Francisco,CA,94110,DAY CARE CENTER,384003038,LICENSED,40,(415) 637-0796,7/17/2018,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384003038,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7468598,-122.4198281,1647 VALENCIA ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
"Teaching Tots Preschool, Inc.",939 Irving Street,San Francisco,CA,94122,DAY CARE CENTER,384002677,LICENSED,24,(415) 731-9705,12/2/2015,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002677,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7637148,-122.4680714,939 IRVING ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Telegraph Hill Parent Participation Nursery,1401 Broadway,San Francisco,CA,94109,DAY CARE CENTER,384002961,LICENSED,28,(415) 359-0193,8/18/2017,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002961,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7957388,-122.4205431,1401 BROADWAY,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Temple Emanu-El Preschool,350 9Th Avenue,San Francisco,CA,94118,DAY CARE CENTER,384004761,LICENSED,55,(415) 750-7549,8/28/2023,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004761,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7818323,-122.4670126,350 09TH AVE,DataSF normalized street match,DataSF Enterprise Addressing System,2026-09-21
Teremok,2460 Sutter Street,San Francisco,CA,94115,DAY CARE CENTER,384000793,LICENSED,15,(415) 441-3866,3/15/2001,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384000793,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7854018,-122.4409156,2460 SUTTER ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Terra San Francisco Preschool,3801 Balboa Street,San Francisco,CA,94121,SINGLE LICENSED CHILD CARE CENTER,384004824,LICENSED,56,(415) 906-2220,2/27/2025,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004824,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.775097,-122.4997732,3801 BALBOA ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Tinker Preschool,554 Clement Street,San Francisco,CA,94118,DAY CARE CENTER,384002991,LICENSED,45,(628) 256-2281,12/29/2017,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002991,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7830301,-122.4653302,554 CLEMENT ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Tinker Preschool Cole Valley,1749 Waller Street,San Francisco,CA,94117,DAY CARE CENTER,384004017,LICENSED,42,(415) 425-3248,2/14/2019,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004017,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7680572,-122.4524886,1749 WALLER ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Tinker Preschool Park Presidio,4820 Geary Blvd.,San Francisco,CA,94118,DAY CARE CENTER,384004122,LICENSED,35,(628) 270-0141,10/7/2019,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384004122,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7810177,-122.4711765,4820 GEARY BLVD,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Tiny Giants (Ps),1748 Clay Street,San Francisco,CA,94109,DAY CARE CENTER,384002352,LICENSED,60,(415) 359-9499,2/7/2013,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002352,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7924515,-122.4217238,1748 CLAY ST,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Tiny Knights Preschool At Saint Gabriel School,2550 - 41St Avenue,San Francisco,CA,94116,DAY CARE CENTER,384002754,LICENSED,30,(415) 566-0314,9/19/2016,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384002754,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7395639,-122.4986346,2550 41ST AVE,Exact DataSF address,DataSF Enterprise Addressing System,2026-09-21
Wind In The Willows,713 Monterey Blvd.,San Francisco,CA,94127,DAY CARE CENTER,384000832,LICENSED,22,(415) 333-7166,9/8/2000,No,B - Licensed; no ELFA designation found,Shown as LICENSED in the CDSS child care center export dated 2025-05-25; no matching preschool license was found in the current SF DEC ELFA directory. ELFA participation is not universal.,"Screening category, not a standardized academic or review-site rating. Check current CCLD inspections/complaints, visit the site, and confirm age fit, availability, cost, staffing, and curriculum.",CDSS export,https://www.ccld.dss.ca.gov/carefacilitysearch/?Rewrite=FacDetail%2F384000832,https://data.ca.gov/dataset/community-care-licensing-facilities,https://legacy.sfdec.org/early-learning-for-all/early-learning-programs/,2025-05-25,2026-09-22,37.7312571,-122.4514637,713 MONTEREY BLVD,Exact DataSF address; source ZIP differs,DataSF Enterprise Addressing System,2026-09-21
